name,year,director,rate,runtime,certificate,genre,gross
Batman: The Killing Joke,2016,Sam Liu,6.4,76 min,R,"Animation, Action, Crime",3.78
Dead Man Down,2013,Niels Arden Oplev,6.4,118 min,R,"Action, Crime, Drama",10.88
The Rover,2014,David Michôd,6.4,103 min,R,"Action, Crime, Drama",1.11
Kill List,2011,Ben Wheatley,6.4,95 min,Not Rated,"Action, Crime, Horror",0.03
Muppets Most Wanted,2014,James Bobin,6.4,107 min,PG,"Adventure, Comedy, Crime",51.18
Contraband,2012,Baltasar Kormákur,6.4,109 min,R,"Action, Crime, Drama",66.53
Creep 2,2017,Patrick Brice,6.4,78 min,Not Rated,"Crime, Drama, Horror",27.873
Basic,2003,John McTiernan,6.4,98 min,R,"Action, Crime, Drama",26.54
Lock Up,1989,John Flynn,6.4,109 min,R,"Action, Crime, Drama",22.1
Under Suspicion,2000,Stephen Hopkins,6.4,110 min,R,"Crime, Drama, Thriller",0.26
Last Man Standing,1996,Walter Hill,6.4,101 min,R,"Action, Crime, Drama",17.6
The Interpreter,2005,Sydney Pollack,6.4,128 min,PG-13,"Crime, Mystery, Thriller",72.71
From Paris with Love,2010,Pierre Morel,6.4,92 min,R,"Action, Crime, Thriller",23.98
Just Cause,1995,Arne Glimcher,6.4,102 min,R,"Action, Crime, Drama",36.85
Blood Work,2002,Clint Eastwood,6.4,110 min,R,"Action, Crime, Drama",26.2
Son of a Gun,2014,Julius Avery,6.4,108 min,R,"Action, Crime, Drama",0
Mean Machine,2001,Barry Skolnick,6.4,99 min,R,"Comedy, Crime, Drama",0.09
Ned Kelly,2003,Gregor Jordan,6.4,110 min,R,"Action, Adventure, Biography",0.07
Sleuth,2007,Kenneth Branagh,6.4,88 min,R,"Crime, Drama, Mystery",0.34
Leaves of Grass,2009,Tim Blake Nelson,6.4,105 min,R,"Comedy, Crime, Drama",0.07
Redirected,2014,Emilis Velyvis,6.4,99 min,Not Rated,"Action, Comedy, Crime",34.23
Unknown,(I) (2006),Simon Brand,6.4,85 min,Not Rated,"Crime, Drama, Mystery",0.14
Death on the Nile,2022,Kenneth Branagh,6.3,127 min,PG-13,"Crime, Drama, Mystery",153.462
The Guilty,2021,Antoine Fuqua,6.3,90 min,R,"Crime, Drama, Thriller",128.659
The Little Things,2021,John Lee Hancock,6.3,128 min,R,"Crime, Drama, Mystery",106.763
Central Intelligence,2016,Rawson Marshall Thurber,6.3,107 min,PG-13,"Action, Comedy, Crime",127.44
The Many Saints of Newark,2021,Alan Taylor,6.3,120 min,R,"Crime, Drama",55.751
Hustlers,2019,Lorene Scafaria,6.3,110 min,R,"Comedy, Crime, Drama",104.96
Ocean's Eight,2018,Gary Ross,6.3,110 min,PG-13,"Action, Comedy, Crime",140.22
The Take,2016,James Watkins,6.3,92 min,R,"Action, Crime, Drama",0.04
Kimi,2022,Steven Soderbergh,6.3,89 min,R,"Crime, Drama, Thriller",33.113
The American,2010,Anton Corbijn,6.3,105 min,R,"Action, Crime, Drama",35.61
Ghost in the Shell,2017,Rupert Sanders,6.3,107 min,PG-13,"Action, Crime, Drama",40.56
Miss Congeniality,2000,Donald Petrie,6.3,109 min,PG-13,"Action, Comedy, Crime",106.81
Triple 9,2016,John Hillcoat,6.3,115 min,R,"Action, Crime, Thriller",12.63
Horrible Bosses 2,2014,Sean Anders,6.3,108 min,R,"Comedy, Crime",54.45
The Family,(I) (2013),Luc Besson,6.3,111 min,R,"Comedy, Crime, Thriller",36.92
I Care a Lot,2020,J Blakeson,6.3,118 min,R,"Comedy, Crime, Drama",134.654
Revolver,2005,Guy Ritchie,6.3,111 min,R,"Action, Crime, Drama",0.08
Guns Akimbo,2019,Jason Howden,6.3,98 min,R,"Action, Comedy, Crime",63.472
Once Upon a Time in Mexico,2003,Robert Rodriguez,6.3,102 min,R,"Action, Crime, Thriller",56.36
Blue Streak,1999,Les Mayfield,6.3,93 min,PG-13,"Action, Comedy, Crime",68.52
The Laundromat,2019,Steven Soderbergh,6.3,96 min,R,"Comedy, Crime, Drama",51.993
The Voices,2014,Marjane Satrapi,6.3,103 min,R,"Comedy, Crime, Fantasy",59.014
Osmosis Jones,2001,Bobby Farrelly,6.3,95 min,PG,"Animation, Action, Adventure",13.6
Crooked House,2017,Gilles Paquet-Brenner,6.3,115 min,PG-13,"Crime, Drama, Mystery",25.232
Transporter 2,2005,Louis Leterrier,6.3,87 min,PG-13,"Action, Crime, Thriller",43.1
Entrapment,1999,Jon Amiel,6.3,113 min,PG-13,"Action, Crime, Romance",87.7
American Gigolo,1980,Paul Schrader,6.3,117 min,R,"Crime, Drama, Mystery",23
Date Night,2010,Shawn Levy,6.3,88 min,PG-13,"Comedy, Crime, Romance",98.71
Intolerable Cruelty,2003,Joel Coen,6.3,100 min,PG-13,"Comedy, Crime, Romance",35.33
True Story,2019,Rupert Goold,6.3,99 min,R,"Biography, Crime, Drama",4.72
The Producers,2005,Susan Stroman,6.3,134 min,PG-13,"Comedy, Crime, Musical",19.38
Assassins,1995,Richard Donner,6.3,133 min,R,"Action, Crime, Thriller",30.31
Assault on Precinct 13,2005,Jean-François Richet,6.3,109 min,R,"Action, Crime, Drama",19.98
Mindhunters,2004,Renny Harlin,6.3,106 min,R,"Crime, Horror, Thriller",4.48
Free Fire,2016,Ben Wheatley,6.3,91 min,R,"Action, Comedy, Crime",1.8
Death to Smoochy,2002,Danny DeVito,6.3,109 min,R,"Comedy, Crime, Drama",8.36
The Dead Pool,1988,Buddy Van Horn,6.3,91 min,R,"Action, Crime, Mystery",37.9
High Crimes,2002,Carl Franklin,6.3,115 min,PG-13,"Crime, Drama, Mystery",41.54
Death Wish,2018,Eli Roth,6.3,107 min,R,"Action, Crime, Drama",34.02
Throw Momma from the Train,1987,Danny DeVito,6.3,87 min,PG-13,"Comedy, Crime, Thriller",57.92
All Good Things,2010,Andrew Jarecki,6.3,101 min,R,"Crime, Drama, Mystery",0.58
Secret in Their Eyes,2015,Billy Ray,6.3,111 min,PG-13,"Crime, Drama, Mystery",20.18
Very Bad Things,1998,Peter Berg,6.3,100 min,R,"Comedy, Crime, Thriller",9.8
Nick of Time,1995,John Badham,6.3,90 min,R,"Action, Crime, Drama",8.17
A Life Less Ordinary,1997,Danny Boyle,6.3,103 min,R,"Comedy, Crime, Fantasy",4.27
Formula 51,2001,Ronny Yu,6.3,93 min,R,"Action, Comedy, Crime",5.2
Cop Car,2015,Jon Watts,6.3,88 min,R,"Crime, Thriller",0.13
The Art of the Steal,2013,Jonathan Sobol,6.3,90 min,R,"Comedy, Crime, Thriller",0.06
Flypaper,2011,Rob Minkoff,6.3,87 min,Not Rated,"Comedy, Crime, Mystery",0
Nurse Betty,2000,Neil LaBute,6.3,110 min,R,"Comedy, Crime, Drama",25.17
Malignant,(I) (2021),James Wan,6.2,111 min,R,"Crime, Horror, Mystery",93.239
Kindergarten Cop,1990,Ivan Reitman,6.2,111 min,PG-13,"Action, Comedy, Crime",91.46
Cold Pursuit,2019,Hans Petter Moland,6.2,119 min,R,"Action, Comedy, Crime",32.14
Austin Powers in Goldmember,2002,Jay Roach,6.2,94 min,PG-13,"Action, Adventure, Comedy",213.31
Kate,(I) (2021),Cedric Nicolas-Troyan,6.2,106 min,R,"Action, Adventure, Crime",63.353
1922,2017,Zak Hilditch,6.2,102 min,TV-MA,"Crime, Drama, Horror",65.44
In the Shadow of the Moon,2019,Jim Mickle,6.2,115 min,TV-MA,"Action, Crime, Mystery",54.673
Inferno,2016,Ron Howard,6.2,121 min,PG-13,"Action, Adventure, Crime",34.34
The Losers,(I) (2010),Sylvain White,6.2,97 min,PG-13,"Action, Adventure, Comedy",23.58
Redemption,(I) (2013),Steven Knight,6.2,100 min,R,"Action, Crime, Drama",0.03
Dick Tracy,1990,Warren Beatty,6.2,105 min,PG,"Action, Comedy, Crime",103.74
Killing Them Softly,2012,Andrew Dominik,6.2,97 min,R,"Crime, Drama, Thriller",15.03
Hackers,1995,Iain Softley,6.2,105 min,PG-13,"Crime, Drama, Romance",7.56
The Card Counter,2021,Paul Schrader,6.2,111 min,R,"Crime, Drama, Thriller",36.516
RoboCop,2014,José Padilha,6.2,117 min,PG-13,"Action, Crime, Sci-Fi",58.61
Walking Tall,2004,Kevin Bray,6.2,86 min,PG-13,"Action, Crime",45.86
Hitman,(I) (2007),Xavier Gens,6.2,100 min,R,"Action, Crime, Thriller",39.69
Synchronic,2019,Justin Benson,6.2,102 min,R,"Crime, Drama, Horror",32.78
War,2007,Philip G. Atwell,6.2,103 min,R,"Action, Crime, Thriller",22.49
The Texas Chainsaw Massacre,2003,Marcus Nispel,6.2,98 min,R,"Crime, Horror",80.57
The Brothers Grimsby,2016,Louis Leterrier,6.2,83 min,R,"Action, Adventure, Comedy",6.86
Deliver Us from Evil,(I) (2014),Scott Derrickson,6.2,118 min,R,"Action, Adventure, Crime",30.58
Tower Heist,2011,Brett Ratner,6.2,104 min,PG-13,"Action, Comedy, Crime",78.05
Taken 2,2012,Olivier Megaton,6.2,92 min,PG-13,"Action, Crime, Thriller",139.85
Heartbreakers,2001,David Mirkin,6.2,123 min,PG-13,"Comedy, Crime, Romance",40.34
Baby's Day Out,1994,Patrick Read Johnson,6.2,99 min,PG,"Adventure, Comedy, Crime",16.67
Takers,2010,John Luessenhop,6.2,107 min,PG-13,"Action, Crime, Drama",57.74
Eraser,1996,Chuck Russell,6.2,115 min,R,"Action, Crime, Thriller",101.3
Despicable Me 3,2017,Kyle Balda,6.2,89 min,PG,"Animation, Adventure, Comedy",264.62
Saw III,2006,Darren Lynn Bousman,6.2,108 min,R,"Crime, Horror, Mystery",80.24
Rush Hour 3,2007,Brett Ratner,6.2,91 min,PG-13,"Action, Comedy, Crime",140.13
Rising Sun,1993,Philip Kaufman,6.2,129 min,R,"Action, Crime, Drama",63.1
The Outsider,(I) (2018),Martin Zandvliet,6.2,120 min,TV-MA,"Action, Crime, Drama",26.825
Lionheart,1990,Sheldon Lettich,6.2,108 min,R,"Action, Crime, Drama",24.08
Parker,2013,Taylor Hackford,6.2,118 min,R,"Action, Crime, Thriller",17.62
Hard Target,1993,John Woo,6.2,97 min,R,"Action, Crime, Thriller",32.59
Turner & Hooch,1989,Roger Spottiswoode,6.2,97 min,PG,"Comedy, Crime, Drama",71.08
Dark Places,2015,Gilles Paquet-Brenner,6.2,113 min,R,"Crime, Drama, Mystery",46.031
Stuber,2019,Michael Dowse,6.2,93 min,R,"Action, Comedy, Crime",22.37
The Silencing,2020,Robin Pront,6.2,93 min,R,"Action, Crime, Mystery",26.393
Taking Lives,2004,D.J. Caruso,6.2,103 min,R,"Crime, Mystery, Thriller",32.68
The Whole Truth,2016,Courtney Hunt,6.2,93 min,R,"Crime, Drama, Mystery",29.726
Fun with Dick and Jane,2005,Dean Parisot,6.2,90 min,PG-13,"Comedy, Crime",110.33
Keanu,2016,Peter Atencio,6.2,100 min,R,"Action, Comedy, Crime",20.57
Destroyer,2018,Karyn Kusama,6.2,121 min,R,"Action, Crime, Drama",1.53
Femme Fatale,2002,Brian De Palma,6.2,114 min,R,"Crime, Drama, Mystery",6.59
The Devil's Own,1997,Alan J. Pakula,6.2,111 min,R,"Action, Crime, Drama",42.87
After the Sunset,2004,Brett Ratner,6.2,97 min,PG-13,"Action, Comedy, Crime",28.33
Money Talks,1997,Brett Ratner,6.2,97 min,R,"Action, Comedy, Crime",41.07
Untraceable,2008,Gregory Hoblit,6.2,101 min,R,"Crime, Mystery, Thriller",28.69
The Ladykillers,2004,Ethan Coen,6.2,104 min,R,"Comedy, Crime, Thriller",39.8
Two for the Money,2005,D.J. Caruso,6.2,122 min,R,"Crime, Drama, Sport",22.86
Loaded Weapon 1,1993,Gene Quintano,6.2,84 min,PG-13,"Action, Comedy, Crime",27.98
Blown Away,1994,Stephen Hopkins,6.2,121 min,R,"Action, Crime, Drama",30.16
London Boulevard,2010,William Monahan,6.2,103 min,R,"Crime, Drama",0.01
Lions for Lambs,2007,Robert Redford,6.2,92 min,R,"Crime, Drama, Mystery",15
Lakeview Terrace,2008,Neil LaBute,6.2,110 min,PG-13,"Crime, Drama, Thriller",39.26
Deadfall,2012,Stefan Ruzowitzky,6.2,95 min,R,"Crime, Drama, Thriller",0.07
Needful Things,1993,Fraser C. Heston,6.2,120 min,R,"Crime, Drama, Fantasy",15.19
The Fifth Estate,2013,Bill Condon,6.2,128 min,R,"Biography, Crime, Drama",3.25
A Lonely Place to Die,2011,Julian Gilbey,6.2,99 min,R,"Action, Adventure, Crime",29.72
Mr. Nice Guy,1997,Sammo Kam-Bo Hung,6.2,88 min,PG-13,"Action, Adventure, Comedy",12.67
One Night at McCool's,2001,Harald Zwart,6.2,93 min,R,"Comedy, Crime",6.29
Dabangg,2010,Abhinav Kashyap,6.2,126 min,Not Rated,"Action, Comedy, Crime",4.63
Twins,1988,Ivan Reitman,6.1,107 min,PG,"Comedy, Crime",111.94
Ambulance,2022,Michael Bay,6.1,136 min,R,"Action, Crime, Drama",76.049
Lou,(I) (2022),Anna Foerster,6.1,107 min,R,"Action, Crime, Drama",25.965
Broken City,2013,Allen Hughes,6.1,109 min,R,"Action, Crime, Drama",19.7
Jack Reacher: Never Go Back,2016,Edward Zwick,6.1,118 min,PG-13,"Action, Crime, Drama",58.7
Hitman's Wife's Bodyguard,2021,Patrick Hughes,6.1,100 min,R,"Action, Comedy, Crime",95.262
Airheads,1994,Michael Lehmann,6.1,92 min,PG-13,"Comedy, Crime, Music",5.37
The Girl in the Spider's Web,2018,Fede Alvarez,6.1,115 min,R,"Action, Crime, Drama",14.84
Rambo: Last Blood,2019,Adrian Grunberg,6.1,89 min,R,"Action, Crime, Thriller",18.87
Crank: High Voltage,2009,Mark Neveldine,6.1,96 min,R,"Action, Crime, Thriller",13.63
30 Minutes or Less,2011,Ruben Fleischer,6.1,83 min,R,"Action, Comedy, Crime",37.05
Code 8,2019,Jeff Chan,6.1,98 min,Not Rated,"Action, Crime, Drama",40.933
Starsky & Hutch,2004,Todd Phillips,6.1,101 min,PG-13,"Comedy, Crime",88.24
Anon,(I) (2018),Andrew Niccol,6.1,100 min,TV-MA,"Crime, Mystery, Sci-Fi",45.595
Red Heat,1988,Walter Hill,6.1,104 min,R,"Action, Comedy, Crime",34.99
Heist,(III) (2015),Scott Mann,6.1,93 min,R,"Action, Crime, Drama",31.057
Hotel Artemis,2018,Drew Pearce,6.1,94 min,R,"Action, Crime, Drama",6.71
Murder by Numbers,2002,Barbet Schroeder,6.1,115 min,R,"Crime, Mystery, Thriller",31.95
Ride Along,2014,Tim Story,6.1,99 min,PG-13,"Action, Comedy, Crime",134.94
Hannibal Rising,2007,Peter Webber,6.1,121 min,R,"Adventure, Crime, Drama",27.67
Mercury Rising,1998,Harold Becker,6.1,111 min,R,"Action, Crime, Drama",32.94
The Mexican,2001,Gore Verbinski,6.1,123 min,R,"Adventure, Comedy, Crime",66.81
Snake Eyes,1998,Brian De Palma,6.1,98 min,R,"Crime, Mystery, Thriller",55.59
Romeo Must Die,2000,Andrzej Bartkowiak,6.1,115 min,R,"Action, Crime, Thriller",55.97
Splinter,(I) (2008),Toby Wilkins,6.1,82 min,R,"Crime, Horror, Sci-Fi",38.667
Point of No Return,1993,John Badham,6.1,109 min,R,"Action, Crime, Drama",30.04
Blitz,2011,Elliott Lester,6.1,97 min,R,"Action, Crime, Thriller",88.081
Red State,2011,Kevin Smith,6.1,88 min,R,"Action, Crime, Horror",1.1
The Killer Inside Me,2010,Michael Winterbottom,6.1,109 min,R,"Crime, Drama, Thriller",0.21
Extract,2009,Mike Judge,6.1,92 min,R,"Comedy, Crime, Romance",10.81
Gringo,2018,Nash Edgerton,6.1,111 min,R,"Action, Comedy, Crime",4.97
Dom Hemingway,2013,Richard Shepard,6.1,93 min,R,"Comedy, Crime, Drama",0.52
Duplicity,2009,Tony Gilroy,6.1,125 min,PG-13,"Comedy, Crime, Romance",40.57
Undisputed,2002,Walter Hill,6.1,94 min,R,"Action, Crime, Drama",12.4
The Sentinel,2006,Clark Johnson,6.1,108 min,PG-13,"Action, Crime, Thriller",36.28
The Lovebirds,2020,Michael Showalter,6.1,86 min,R,"Action, Comedy, Crime",26.557
The Replacement Killers,1998,Antoine Fuqua,6.1,87 min,R,"Action, Crime, Thriller",18.97
The Invisible,2007,David S. Goyer,6.1,102 min,PG-13,"Crime, Drama, Fantasy",20.57
Murder at 1600,1997,Dwight H. Little,6.1,107 min,R,"Action, Crime, Drama",25.83
Welcome to the Punch,2013,Eran Creevy,6.1,99 min,R,"Action, Crime, Thriller",0.01
15 Minutes,2001,John Herzfeld,6.1,120 min,R,"Action, Crime, Drama",24.4
Sooryavanshi,2021,Rohit Shetty,6.1,145 min,16,"Action, Crime, Thriller",77.415
The Oxford Murders,2008,Álex de la Iglesia,6.1,108 min,R,"Crime, Horror, Mystery",0
Seeking Justice,2011,Roger Donaldson,6.1,105 min,R,"Action, Crime, Drama",0.04
City by the Sea,2002,Michael Caton-Jones,6.1,108 min,R,"Crime, Drama, Mystery",22.43
Antitrust,2001,Peter Howitt,6.1,108 min,PG-13,"Action, Crime, Drama",10.97
Kick,2014,Sajid Nadiadwala,6.1,146 min,Not Rated,"Action, Comedy, Crime",2.46
Murder Mystery,2019,Kyle Newacheck,6,97 min,PG-13,"Action, Comedy, Crime",131.792
The Fast and the Furious: Tokyo Drift,2006,Justin Lin,6,104 min,PG-13,"Action, Crime, Thriller",62.51
S.W.A.T.,2003,Clark Johnson,6,117 min,PG-13,"Action, Adventure, Crime",116.93
Birds of Prey,2020,Cathy Yan,6,109 min,R,"Action, Adventure, Comedy",84.16
Gunpowder Milkshake,2021,Navot Papushado,6,114 min,R,"Action, Crime, Thriller",45.97
Don't Breathe 2,2021,Rodo Sayagues,6,98 min,R,"Action, Crime, Horror",32.64
Project Power,2020,Henry Joost,6,113 min,R,"Action, Crime, Sci-Fi",90.447
Righteous Kill,2008,Jon Avnet,6,101 min,R,"Crime, Mystery, Thriller",40.08
Pink Flamingos,1972,John Waters,6,93 min,NC-17,"Comedy, Crime",0.18
Miami Vice,2006,Michael Mann,6,132 min,R,"Action, Adventure, Crime",63.45
Taken 3,2014,Olivier Megaton,6,108 min,PG-13,"Action, Crime, Thriller",89.26
CHIPS,2017,Dax Shepard,6,100 min,R,"Action, Comedy, Crime",18.6
Shaft,2000,John Singleton,6,99 min,R,"Action, Crime, Thriller",70.33
Above the Law,1988,Andrew Davis,6,99 min,R,"Action, Crime, Drama",18.87
Get Hard,2015,Etan Cohen,6,100 min,R,"Comedy, Crime",90.41
The Gambler,(III) (2014),Rupert Wyatt,6,111 min,R,"Crime, Drama, Thriller",33.68
The Condemned,2007,Scott Wiper,6,113 min,R,"Action, Crime, Thriller",0
The Hunted,2003,William Friedkin,6,94 min,R,"Action, Crime, Drama",34.24
Super Troopers 2,2018,Jay Chandrasekhar,6,99 min,R,"Comedy, Crime, Mystery",30.62
A Man Apart,2003,F. Gary Gray,6,109 min,R,"Action, Crime, Drama",26.18
The Big Hit,1998,Kirk Wong,6,91 min,R,"Action, Comedy, Crime",27.05
Dragnet,1987,Tom Mankiewicz,6,106 min,PG-13,"Comedy, Crime",57.39
The Shadow,1994,Russell Mulcahy,6,108 min,PG-13,"Action, Adventure, Crime",32.06
Tequila Sunrise,1988,Robert Towne,6,115 min,R,"Crime, Drama, Romance",41.29
13,(I) (2010),Géla Babluani,6,91 min,R,"Crime, Drama, Thriller",42.604
Deception,2008,Marcel Langenegger,6,107 min,R,"Crime, Drama, Mystery",4.6
The Code,(I) (2009),Mimi Leder,6,104 min,R,"Action, Crime, Thriller",35.106
K-9,1989,Rod Daniel,6,101 min,PG-13,"Action, Comedy, Crime",43.25
Birthday Girl,2001,Jez Butterworth,6,93 min,R,"Comedy, Crime, Thriller",4.92
Orphan: First Kill,2022,William Brent Bell,5.9,99 min,R,"Crime, Drama, Horror",33.709
2 Fast 2 Furious,2003,John Singleton,5.9,107 min,PG-13,"Action, Crime, Thriller",127.15
Into the Blue,2005,John Stockwell,5.9,110 min,PG-13,"Action, Adventure, Crime",18.47
The Last House on the Left,1972,Wes Craven,5.9,84 min,R,"Crime, Horror, Thriller",3.1
The Net,(I) (1995),Irwin Winkler,5.9,114 min,PG-13,"Action, Crime, Drama",50.73
3000 Miles to Graceland,2001,Demian Lichtenstein,5.9,125 min,R,"Action, Comedy, Crime",15.74
Saw IV,2007,Darren Lynn Bousman,5.9,93 min,R,"Crime, Horror, Mystery",63.3
The Captive,(I) (2014),Atom Egoyan,5.9,112 min,R,"Crime, Drama, Mystery",34.19
Passenger 57,1992,Kevin Hooks,5.9,84 min,R,"Action, Crime, Thriller",44.07
Another 48 Hrs.,1990,Walter Hill,5.9,95 min,R,"Action, Comedy, Crime",80.82
Punisher: War Zone,2008,Lexi Alexander,5.9,103 min,R,"Action, Crime, Drama",7.95
Timecop,1994,Peter Hyams,5.9,99 min,R,"Action, Crime, Sci-Fi",44.85
Kidnap,(I) (2017),Luis Prieto,5.9,95 min,R,"Action, Crime, Thriller",30.72
P2,2007,Franck Khalfoun,5.9,98 min,R,"Crime, Horror, Thriller",3.99
Hard Rain,1998,Mikael Salomon,5.9,97 min,R,"Action, Crime, Drama",19.82
Ride Along 2,2016,Tim Story,5.9,102 min,PG-13,"Action, Comedy, Crime",91.22
Domino,2005,Tony Scott,5.9,127 min,R,"Action, Biography, Crime",10.17
The Rookie,1990,Clint Eastwood,5.9,120 min,R,"Action, Crime, Drama",21.63
The Tall Man,2012,Pascal Laugier,5.9,106 min,R,"Crime, Drama, Horror",41.529
Men at Work,1990,Emilio Estevez,5.9,98 min,PG-13,"Action, Comedy, Crime",16.25
The Double,(I) (2011),Michael Brandt,5.9,98 min,PG-13,"Action, Crime, Drama",30.811
Analyze That,2002,Harold Ramis,5.9,96 min,R,"Comedy, Crime",32.12
88 Minutes,2007,Jon Avnet,5.9,108 min,R,"Crime, Drama, Mystery",16.93
The X Files: I Want to Believe,2008,Chris Carter,5.9,104 min,PG-13,"Crime, Drama, Horror",20.98
Let's Go to Prison,2006,Bob Odenkirk,5.9,84 min,R,"Comedy, Crime",4.61
Fortress,1992,Stuart Gordon,5.9,95 min,R,"Action, Crime, Sci-Fi",6.74
Mickey Blue Eyes,1999,Kelly Makin,5.9,102 min,PG-13,"Comedy, Crime, Romance",33.86
Reno 911!: Miami,2007,Robert Ben Garant,5.9,84 min,R,"Comedy, Crime",20.34
Pathology,2008,Marc Schölermann,5.9,95 min,R,"Crime, Thriller",0.11
Cobra,1986,George P. Cosmatos,5.8,87 min,R,"Action, Crime, Thriller",49.04
The Green Hornet,2011,Michel Gondry,5.8,119 min,PG-13,"Action, Comedy, Crime",98.78
The Hangover Part III,2013,Todd Phillips,5.8,100 min,R,"Comedy, Crime",112.2
Masterminds,2016,Jared Hess,5.8,95 min,PG-13,"Biography, Comedy, Crime",17.36
RoboCop 2,1990,Irvin Kershner,5.8,117 min,R,"Action, Crime, Sci-Fi",45.68
Hard to Kill,1990,Bruce Malmuth,5.8,96 min,R,"Action, Crime, Drama",47.41
The Glass House,2001,Daniel Sackheim,5.8,106 min,PG-13,"Crime, Drama, Mystery",18
Reindeer Games,2000,John Frankenheimer,5.8,104 min,R,"Action, Adventure, Crime",23.36
Striking Distance,1993,Rowdy Herrington,5.8,102 min,R,"Action, Crime, Mystery",23.8
Firewall,2006,Richard Loncraine,5.8,105 min,PG-13,"Action, Crime, Thriller",48.75
Saw V,2008,David Hackl,5.8,92 min,R,"Crime, Horror, Thriller",56.75
Suburbicon,2017,George Clooney,5.8,105 min,R,"Comedy, Crime, Drama",5.78
Saving Silverman,2001,Dennis Dugan,5.8,90 min,PG-13,"Comedy, Crime, Romance",19.35
The Gunman,2015,Pierre Morel,5.8,115 min,R,"Action, Adventure, Crime",10.64
Sudden Death,1995,Peter Hyams,5.8,111 min,R,"Action, Crime, Thriller",20.35
Bulletproof,1996,Ernest R. Dickerson,5.8,84 min,R,"Action, Comedy, Crime",21.16
Cradle 2 the Grave,2003,Andrzej Bartkowiak,5.8,101 min,R,"Action, Crime, Drama",34.71
Taxi 3,2003,Gérard Krawczyk,5.8,84 min,Not Rated,"Action, Comedy, Crime",0.5
Memory,2022,Martin Campbell,5.7,114 min,R,"Action, Crime, Thriller",26.765
White Chicks,2004,Keenen Ivory Wayans,5.7,109 min,PG-13,"Comedy, Crime",70.83
Army of the Dead,2021,Zack Snyder,5.7,148 min,R,"Action, Crime, Drama",1
The Woman in the Window,2020,Joe Wright,5.7,100 min,R,"Crime, Drama, Mystery",76.752
Identity Thief,2013,Seth Gordon,5.7,111 min,R,"Comedy, Crime, Drama",134.51
Perfect Stranger,2007,James Foley,5.7,109 min,R,"Crime, Mystery, Thriller",23.98
Only God Forgives,2013,Nicolas Winding Refn,5.7,90 min,R,"Action, Crime, Drama",0.78
Sabotage,2014,David Ayer,5.7,109 min,R,"Action, Crime, Drama",10.51
Jigsaw,(I) (2017),Michael Spierig,5.7,92 min,R,"Crime, Horror, Mystery",38.05
Mechanic: Resurrection,2016,Dennis Gansel,5.7,98 min,R,"Action, Adventure, Crime",21.22
101 Dalmatians,1996,Stephen Herek,5.7,103 min,G,"Adventure, Comedy, Crime",136.19
Hitman: Agent 47,2015,Aleksander Bach,5.7,96 min,R,"Action, Crime, Thriller",22.47
Enough,(I) (2002),Michael Apted,5.7,115 min,PG-13,"Crime, Drama, Thriller",40.01
Beckett,2021,Ferdinando Cito Filomarino,5.7,110 min,TV-MA,"Action, Crime, Drama",26.724
The Paperboy,2012,Lee Daniels,5.7,107 min,R,"Crime, Drama, Mystery",0.69
Drillbit Taylor,2008,Steven Brill,5.7,110 min,PG-13,"Action, Comedy, Crime",32.85
Bandidas,2006,Joachim Rønning,5.7,93 min,PG-13,"Action, Comedy, Crime",36.045
Bullet to the Head,2012,Walter Hill,5.7,92 min,R,"Action, Crime, Thriller",9.48
Money Train,1995,Joseph Ruben,5.7,110 min,R,"Action, Comedy, Crime",35.32
Gambit,(I) (2012),Michael Hoffman,5.7,100 min,PG-13,"Comedy, Crime",25.084
Observe and Report,2009,Jody Hill,5.7,86 min,R,"Comedy, Crime, Drama",23.99
The Nut Job,(I) (2014),Peter Lepeniotis,5.7,85 min,PG,"Animation, Adventure, Comedy",64.25
The Art of War,2000,Christian Duguay,5.7,117 min,R,"Action, Adventure, Crime",30.21
Armored,2009,Nimród Antal,5.7,88 min,PG-13,"Action, Crime, Thriller",15.99
R.I.P.D.,2013,Robert Schwentke,5.6,96 min,PG-13,"Action, Adventure, Comedy",33.62
Charlie's Angels,2000,McG,5.6,98 min,PG-13,"Action, Adventure, Comedy",125.31
Wild Card,2015,Simon West,5.6,92 min,R,"Action, Crime, Drama",0
The Weekend Away,2022,Kim Farrant,5.6,89 min,TV-14,"Crime, Drama, Mystery",25.592
Regression,2019,Alejandro Amenábar,5.6,106 min,R,"Adventure, Crime, Drama",0.05
The Pink Panther,2006,Shawn Levy,5.6,93 min,PG,"Adventure, Comedy, Crime",82.23
Hold the Dark,2018,Jeremy Saulnier,5.6,125 min,TV-MA,"Action, Crime, Drama",38.189
National Security,2003,Dennis Dugan,5.6,88 min,PG-13,"Action, Comedy, Crime",35.76
The Bling Ring,2013,Sofia Coppola,5.6,90 min,R,"Biography, Crime, Drama",5.84
Scoob!,2020,Tony Cervone,5.6,93 min,PG,"Animation, Adventure, Comedy",2.19
Jolt,2021,Tanya Wexler,5.6,91 min,R,"Action, Comedy, Crime",31.85
House on Haunted Hill,1999,William Malone,5.6,93 min,R,"Crime, Fantasy, Horror",40.85
Jawbreaker,1999,Darren Stein,5.6,78 min,R,"Comedy, Crime, Thriller",3.07
Machete Kills,2013,Robert Rodriguez,5.6,107 min,R,"Action, Crime, Thriller",8.01
